"","GEOID","X","Y"
"1030",1030,-43.6131897506638,-22.9817170984732
"1031",1031,-43.608312920974,-22.9816743430758
"1032",1032,-43.6034361029549,-22.9816314376942
"1033",1033,-43.5985592966473,-22.9815883823299
"1034",1034,-43.5936825020921,-22.9815451769844
"1035",1035,-43.5888057193301,-22.981501821659
"1036",1036,-43.5839289484022,-22.9814583163554
"1037",1037,-43.5790521893493,-22.9814146610749
"1038",1038,-43.5741754422121,-22.981370855819
"1039",1039,-43.5692987070316,-22.9813269005893
"1040",1040,-43.5644219838485,-22.9812827953872
"1041",1041,-43.5595452727038,-22.9812385402143
"1042",1042,-43.5546685736383,-22.9811941350719
"1043",1043,-43.5497918866928,-22.9811495799618
"1044",1044,-43.5449152119082,-22.9811048748852
"1045",1045,-43.5400385493253,-22.9810600198439
"1046",1046,-43.5351618989849,-22.9810150148392
"1047",1047,-43.530285260928,-22.9809698598728
"1048",1048,-43.5254086351953,-22.9809245549461
"1049",1049,-43.5205320218277,-22.9808791000608
"1050",1050,-43.515655420866,-22.9808334952183
"1051",1051,-43.5107788323511,-22.9807877404202
"1052",1052,-43.5059022563238,-22.980741835668
"1053",1053,-43.5010256928249,-22.9806957809634
"1054",1054,-43.4961491418954,-22.9806495763078
"1055",1055,-43.4912726035759,-22.9806032217029
"1056",1056,-43.4863960779075,-22.9805567171502
"1057",1057,-43.4815195649308,-22.9805100626514
"1058",1058,-43.4766430646868,-22.9804632582079
"1059",1059,-43.4717665772163,-22.9804163038214
"1060",1060,-43.4668901025601,-22.9803691994934
"1061",1061,-43.462013640759,-22.9803219452257
"1062",1062,-43.457137191854,-22.9802745410197
"1063",1063,-43.4522607558857,-22.9802269868772
"1064",1064,-43.4473843328951,-22.9801792827996
"1065",1065,-43.442507922923,-22.9801314287887
"1066",1066,-43.4376315260102,-22.980083424846
"1067",1067,-43.4327551421976,-22.9800352709733
"1068",1068,-43.4278787715259,-22.979986967172
"1069",1069,-43.423002414036,-22.979938513444
"1070",1070,-43.4181260697688,-22.9798899097907
"1071",1071,-43.4132497387651,-22.9798411562139
"1072",1072,-43.4083734210656,-22.9797922527152
"1073",1073,-43.4034971167113,-22.9797431992963
"1074",1074,-43.3986208257429,-22.9796939959589
"1075",1075,-43.3937445482013,-22.9796446427046
"1076",1076,-43.3888682841273,-22.9795951395351
"1077",1077,-43.3839920335617,-22.9795454864521
"1078",1078,-43.3791157965453,-22.9794956834572
"1079",1079,-43.3742395731191,-22.9794457305523
"1080",1080,-43.3693633633237,-22.9793956277388
"1081",1081,-43.3644871672001,-22.9793453750187
"1082",1082,-43.359610984789,-22.9792949723935
"1083",1083,-43.3547348161312,-22.979244419865
"1084",1084,-43.3498586612677,-22.9791937174349
"1085",1085,-43.3449825202391,-22.9791428651049
"1086",1086,-43.3401063930864,-22.9790918628768
"1087",1087,-43.3352302798503,-22.9790407107523
"1088",1088,-43.3303541805716,-22.978989408733
"1089",1089,-43.3254780952912,-22.9789379568209
"1090",1090,-43.3206020240499,-22.9788863550176
"1091",1091,-43.3157259668886,-22.9788346033248
"1092",1092,-43.3108499238479,-22.9787827017444
"1093",1093,-43.3059738949688,-22.978730650278
"1094",1094,-43.301097880292,-22.9786784489276
"1095",1095,-43.2962218798583,-22.9786260976947
"1096",1096,-43.2913458937087,-22.9785735965813
"1097",1097,-43.2864699218838,-22.978520945589
"1098",1098,-43.2815939644245,-22.9784681447198
"1099",1099,-43.2767180213716,-22.9784151939753
"1100",1100,-43.271842092766,-22.9783620933574
"1101",1101,-43.2669661786483,-22.9783088428679
"1102",1102,-43.2620902790595,-22.9782554425086
"1103",1103,-43.2572143940403,-22.9782018922813
"1104",1104,-43.2523385236315,-22.9781481921878
"1105",1105,-43.247462667874,-22.9780943422299
"1106",1106,-43.2425868268086,-22.9780403424096
"1107",1107,-43.237711000476,-22.9779861927285
"1108",1108,-43.2328351889171,-22.9779318931886
"1109",1109,-43.2279593921726,-22.9778774437917
"1110",1110,-43.2230836102834,-22.9778228445397
"1111",1111,-43.2182078432902,-22.9777680954343
"1112",1112,-43.213332091234,-22.9777131964776
"1113",1113,-43.2084563541554,-22.9776581476712
"1114",1114,-43.2035806320952,-22.9776029490172
"1115",1115,-43.1987049250943,-22.9775476005173
"1116",1116,-43.1938292331935,-22.9774921021735
"1117",1117,-43.1889535564335,-22.9774364539876
"1118",1118,-43.7034504761682,-22.9785704175209
"1119",1119,-43.6985735782263,-22.9785304446524
"1120",1120,-43.6936966911979,-22.9784903218022
"1121",1121,-43.6888198151237,-22.9784500489714
"1122",1122,-43.6839429500447,-22.9784096261615
"1123",1123,-43.6790660960016,-22.9783690533739
"1124",1124,-43.6741892530355,-22.9783283306098
"1125",1125,-43.669312421187,-22.9782874578708
"1126",1126,-43.6644356004971,-22.9782464351582
"1127",1127,-43.6595587910066,-22.9782052624733
"1128",1128,-43.6546819927564,-22.9781639398177
"1129",1129,-43.6498052057873,-22.9781224671927
"1130",1130,-43.6449284301401,-22.9780808445996
"1131",1131,-43.6400516658558,-22.97803907204
"1132",1132,-43.6351749129752,-22.9779971495152
"1133",1133,-43.630298171539,-22.9779550770267
"1134",1134,-43.6254214415883,-22.9779128545759
"1135",1135,-43.6205447231638,-22.9778704821642
"1136",1136,-43.6156680163063,-22.9778279597931
"1137",1137,-43.6107913210568,-22.977785287464
"1138",1138,-43.605914637456,-22.9777424651784
"1139",1139,-43.6010379655448,-22.9776994929376
"1140",1140,-43.5961613053641,-22.9776563707433
"1141",1141,-43.5912846569547,-22.9776130985968
"1142",1142,-43.5864080203575,-22.9775696764997
"1143",1143,-43.5815313956132,-22.9775261044533
"1144",1144,-43.5766547827628,-22.9774823824592
"1145",1145,-43.5717781818471,-22.9774385105189
"1146",1146,-43.5669015929069,-22.9773944886338
"1147",1147,-43.5620250159831,-22.9773503168055
"1148",1148,-43.5571484511165,-22.9773059950354
"1149",1149,-43.5522718983479,-22.9772615233251
"1150",1150,-43.5473953577182,-22.9772169016761
"1151",1151,-43.5425188292683,-22.9771721300898
"1152",1152,-43.5376423130389,-22.9771272085678
"1153",1153,-43.5327658090709,-22.9770821371117
"1154",1154,-43.5278893174052,-22.977036915723
"1155",1155,-43.5230128380826,-22.9769915444031
"1156",1156,-43.5181363711438,-22.9769460231537
"1157",1157,-43.5132599166299,-22.9769003519763
"1158",1158,-43.5083834745815,-22.9768545308724
"1159",1159,-43.5035070450396,-22.9768085598436
"1160",1160,-43.4986306280449,-22.9767624388915
"1161",1161,-43.4937542236383,-22.9767161680176
"1162",1162,-43.4888778318607,-22.9766697472235
"1163",1163,-43.4840014527528,-22.9766231765108
"1164",1164,-43.4791250863555,-22.9765764558811
"1165",1165,-43.4742487327097,-22.9765295853359
"1166",1166,-43.4693723918561,-22.9764825648769
"1167",1167,-43.4644960638356,-22.9764353945056
"1168",1168,-43.459619748689,-22.9763880742236
"1169",1169,-43.4547434464571,-22.9763406040326
"1170",1170,-43.4498671571809,-22.9762929839342
"1171",1171,-43.444990880901,-22.9762452139299
"1172",1172,-43.4401146176584,-22.9761972940215
"1173",1173,-43.4352383674938,-22.9761492242105
"1174",1174,-43.4303621304481,-22.9761010044985
"1175",1175,-43.4254859065621,-22.9760526348873
"1176",1176,-43.4206096958766,-22.9760041153784
"1177",1177,-43.4157334984325,-22.9759554459735
"1178",1178,-43.4108573142706,-22.9759066266743
"1179",1179,-43.4059811434317,-22.9758576574824
"1180",1180,-43.4011049859566,-22.9758085383995
"1181",1181,-43.3962288418861,-22.9757592694272
"1182",1182,-43.3913527112611,-22.9757098505672
"1183",1183,-43.3864765941224,-22.9756602818213
"1184",1184,-43.3816004905108,-22.975610563191
"1185",1185,-43.3767244004671,-22.9755606946781
"1186",1186,-43.3718483240322,-22.9755106762843
"1187",1187,-43.3669722612468,-22.9754605080112
"1188",1188,-43.3620962121518,-22.9754101898606
"1189",1189,-43.357220176788,-22.9753597218342
"1190",1190,-43.3523441551961,-22.9753091039337
"1191",1191,-43.3474681474171,-22.9752583361608
"1192",1192,-43.3425921534918,-22.9752074185172
"1193",1193,-43.3377161734609,-22.9751563510048
"1194",1194,-43.3328402073652,-22.9751051336251
"1195",1195,-43.3279642552456,-22.97505376638
"1196",1196,-43.3230883171429,-22.9750022492711
"1197",1197,-43.3182123930979,-22.9749505823004
"1198",1198,-43.3133364831514,-22.9748987654694
"1199",1199,-43.3084605873442,-22.97484679878
"1200",1200,-43.3035847057172,-22.9747946822339
"1201",1201,-43.2987088383111,-22.9747424158329
"1202",1202,-43.2938329851667,-22.9746899995788
"1203",1203,-43.2889571463248,-22.9746374334733
"1204",1204,-43.2840813218263,-22.9745847175183
"1205",1205,-43.2792055117119,-22.9745318517155
"1206",1206,-43.2743297160225,-22.9744788360667
"1207",1207,-43.2694539347989,-22.9744256705737
"1208",1208,-43.2645781680818,-22.9743723552384
"1209",1209,-43.2597024159121,-22.9743188900626
"1210",1210,-43.2548266783306,-22.974265275048
"1211",1211,-43.249950955378,-22.9742115101965
"1212",1212,-43.2450752470952,-22.9741575955098
"1213",1213,-43.240199553523,-22.97410353099
"1214",1214,-43.2353238747021,-22.9740493166387
"1215",1215,-43.2304482106734,-22.9739949524578
"1216",1216,-43.2255725614777,-22.9739404384493
"1217",1217,-43.2206969271557,-22.9738857746148
"1218",1218,-43.2158213077483,-22.9738309609563
"1219",1219,-43.2109457032962,-22.9737759974756
"1220",1220,-43.2060701138403,-22.9737208841747
"1221",1221,-43.2011945394213,-22.9736656210553
"1222",1222,-43.19631898008,-22.9736102081194
"1223",1223,-43.1914434358573,-22.9735546453688
"1224",1224,-43.1865679067938,-22.9734989328055
"1225",1225,-43.7059261724347,-22.9746797413101
"1226",1226,-43.7010494093078,-22.9746398509834
"1227",1227,-43.6961726570725,-22.9745998107025
"1228",1228,-43.6912959157697,-22.9745596204688
"1229",1229,-43.6864191854402,-22.9745192802837
"1230",1230,-43.6815424661248,-22.9744787901485
"1231",1231,-43.6766657578644,-22.9744381500647
"1232",1232,-43.6717890606999,-22.9743973600335
"1233",1233,-43.666912374672,-22.9743564200564
"1234",1234,-43.6620356998218,-22.9743153301348
"1235",1235,-43.6571590361899,-22.97427409027
"1236",1236,-43.6522823838173,-22.9742327004635
"1237",1237,-43.6474057427448,-22.9741911607167
"1238",1238,-43.6425291130132,-22.974149471031
"1239",1239,-43.6376524946634,-22.9741076314078
"1240",1240,-43.6327758877363,-22.9740656418485
"1241",1241,-43.6278992922726,-22.9740235023546
"1242",1242,-43.6230227083132,-22.9739812129274
"1243",1243,-43.618146135899,-22.9739387735685
"1244",1244,-43.6132695750709,-22.9738961842792
"1245",1245,-43.6083930258695,-22.9738534450611
"1246",1246,-43.6035164883359,-22.9738105559155
"1247",1247,-43.5986399625108,-22.9737675168439
"1248",1248,-43.5937634484351,-22.9737243278479
"1249",1249,-43.5888869461496,-22.9736809889287
"1250",1250,-43.5840104556951,-22.973637500088
"1251",1251,-43.5791339771126,-22.9735938613272
"1252",1252,-43.5742575104428,-22.9735500726479
"1253",1253,-43.5693810557265,-22.9735061340513
"1254",1254,-43.5645046130047,-22.9734620455392
"1255",1255,-43.5596281823181,-22.9734178071129
"1256",1256,-43.5547517637076,-22.973373418774
"1257",1257,-43.549875357214,-22.973328880524
"1258",1258,-43.5449989628781,-22.9732841923643
"1259",1259,-43.5401225807409,-22.9732393542966
"1260",1260,-43.535246210843,-22.9731943663223
"1261",1261,-43.5303698532255,-22.973149228443
"1262",1262,-43.525493507929,-22.9731039406602
"1263",1263,-43.5206171749944,-22.9730585029754
"1264",1264,-43.5157408544626,-22.9730129153902
"1265",1265,-43.5108645463743,-22.9729671779061
"1266",1266,-43.5059882507705,-22.9729212905248
"1267",1267,-43.5011119676919,-22.9728752532476
"1268",1268,-43.4962356971794,-22.9728290660763
"1269",1269,-43.4913594392738,-22.9727827290124
"1270",1270,-43.4864831940159,-22.9727362420574
"1271",1271,-43.4816069614465,-22.9726896052129
"1272",1272,-43.4767307416066,-22.9726428184806
"1273",1273,-43.4718545345368,-22.972595881862
"1274",1274,-43.4669783402781,-22.9725487953587
"1275",1275,-43.4621021588712,-22.9725015589723
"1276",1276,-43.457225990357,-22.9724541727043
"1277",1277,-43.4523498347763,-22.9724066365566
"1278",1278,-43.4474736921699,-22.9723589505305
"1279",1279,-43.4425975625787,-22.9723111146278
"1280",1280,-43.4377214460435,-22.9722631288501
"1281",1281,-43.432845342605,-22.972214993199
"1282",1282,-43.4279692523042,-22.9721667076762
"1283",1283,-43.4230931751817,-22.9721182722832
"1284",1284,-43.4182171112786,-22.9720696870218
"1285",1285,-43.4133410606355,-22.9720209518936
"1286",1286,-43.4084650232933,-22.9719720669002
"1287",1287,-43.4035889992927,-22.9719230320433
"1288",1288,-43.3987129886747,-22.9718738473246
"1289",1289,-43.3938369914801,-22.9718245127457
"1290",1290,-43.3889610077496,-22.9717750283083
"1291",1291,-43.384085037524,-22.9717253940142
"1292",1292,-43.3792090808442,-22.9716756098649
"1293",1293,-43.3743331377511,-22.9716256758622
"1294",1294,-43.3694572082853,-22.9715755920077
"1295",1295,-43.3645812924877,-22.9715253583033
"1296",1296,-43.3597053903992,-22.9714749747505
"1297",1297,-43.3548295020605,-22.9714244413511
"1298",1298,-43.3499536275124,-22.9713737581069
"1299",1299,-43.3450777667958,-22.9713229250194
"1300",1300,-43.3402019199514,-22.9712719420906
"1301",1301,-43.3353260870202,-22.971220809322
"1302",1302,-43.3304502680428,-22.9711695267154
"1303",1303,-43.3255744630601,-22.9711180942726
"1304",1304,-43.3206986721128,-22.9710665119954
"1305",1305,-43.3158228952419,-22.9710147798854
"1306",1306,-43.3109471324881,-22.9709628979444
"1307",1307,-43.3060713838922,-22.9709108661743
"1308",1308,-43.3011956494949,-22.9708586845767
"1309",1309,-43.2963199293372,-22.9708063531534
"1310",1310,-43.2914442234598,-22.9707538719062
"1311",1311,-43.2865685319035,-22.970701240837
"1312",1312,-43.2816928547092,-22.9706484599474
"1313",1313,-43.2768171919175,-22.9705955292393
"1314",1314,-43.2719415435693,-22.9705424487145
"1315",1315,-43.2670659097055,-22.9704892183747
"1316",1316,-43.2621902903667,-22.9704358382219
"1317",1317,-43.2573146855939,-22.9703823082577
"1318",1318,-43.2524390954277,-22.970328628484
"1319",1319,-43.247563519909,-22.9702747989027
"1320",1320,-43.2426879590787,-22.9702208195156
"1321",1321,-43.2378124129773,-22.9701666903245
"1322",1322,-43.2329368816459,-22.9701124113312
"1323",1323,-43.2280613651252,-22.9700579825376
"1324",1324,-43.2231858634558,-22.9700034039455
"1325",1325,-43.2183103766788,-22.9699486755569
"1326",1326,-43.2134349048348,-22.9698937973735
"1327",1327,-43.2085594479646,-22.9698387693972
"1328",1328,-43.203684006109,-22.9697835916298
"1329",1329,-43.1988085793088,-22.9697282640734
"1330",1330,-43.1939331676048,-22.9696727867296
"1331",1331,-43.1890577710378,-22.9696171596005
"1332",1332,-43.1841823896486,-22.969561382688
"1333",1333,-43.1793070234779,-22.9695054559938
"1334",1334,-43.7181550121421,-22.9708681839312
"1335",1335,-43.7084017230342,-22.9707890180891
"1336",1336,-43.7035250947032,-22.9707492102756
"1337",1337,-43.698648477242,-22.9707092525357
"1338",1338,-43.6937718706915,-22.9706691448707
"1339",1339,-43.6888952750924,-22.9706288872819
"1340",1340,-43.6840186904857,-22.9705884797707
"1341",1341,-43.6791421169121,-22.9705479223386
"1342",1342,-43.6742655544125,-22.9705072149868
"1343",1343,-43.6693890030278,-22.9704663577168
"1344",1344,-43.6645124627988,-22.9704253505299
"1345",1345,-43.6596359337663,-22.9703841934276
"1346",1346,-43.6547594159712,-22.9703428864112
"1347",1347,-43.6498829094543,-22.9703014294821
"1348",1348,-43.6450064142565,-22.9702598226419
"1349",1349,-43.6401299304186,-22.9702180658917
"1350",1350,-43.6352534579815,-22.9701761592332
"1351",1351,-43.6303769969859,-22.9701341026677
"1352",1352,-43.6255005474728,-22.9700918961966
"1353",1353,-43.6206241094829,-22.9700495398214
"1354",1354,-43.6157476830572,-22.9700070335435
"1355",1355,-43.6108712682364,-22.9699643773644
"1356",1356,-43.6059948650613,-22.9699215712855
"1357",1357,-43.6011184735729,-22.9698786153082
"1358",1358,-43.596242093812,-22.9698355094341
"1359",1359,-43.5913657258193,-22.9697922536646
"1360",1360,-43.5864893696357,-22.9697488480011
"1361",1361,-43.5816130253021,-22.9697052924451
"1362",1362,-43.5767366928593,-22.9696615869982
"1363",1363,-43.5718603723482,-22.9696177316618
"1364",1364,-43.5669840638094,-22.9695737264373
"1365",1365,-43.562107767284,-22.9695295713264
"1366",1366,-43.5572314828127,-22.9694852663304
"1367",1367,-43.5523552104363,-22.969440811451
"1368",1368,-43.5474789501957,-22.9693962066895
"1369",1369,-43.5426027021317,-22.9693514520475
"1370",1370,-43.5377264662852,-22.9693065475266
"1371",1371,-43.5328502426969,-22.9692614931283
"1372",1372,-43.5279740314077,-22.9692162888541
"1373",1373,-43.5230978324585,-22.9691709347055
"1374",1374,-43.51822164589,-22.969125430684
"1375",1375,-43.513345471743,-22.9690797767913
"1376",1376,-43.5084693100585,-22.9690339730289
"1377",1377,-43.5035931608772,-22.9689880193983
"1378",1378,-43.4987170242399,-22.968941915901
"1379",1379,-43.4938409001875,-22.9688956625388
"1380",1380,-43.4889647887608,-22.9688492593131
"1381",1381,-43.4840886900006,-22.9688027062254
"1382",1382,-43.4792126039477,-22.9687560032775
"1383",1383,-43.474336530643,-22.9687091504708
"1384",1384,-43.4694604701273,-22.9686621478071
"1385",1385,-43.4645844224414,-22.9686149952877
"1386",1386,-43.4597083876261,-22.9685676929145
"1387",1387,-43.4548323657222,-22.9685202406889
"1388",1388,-43.4499563567706,-22.9684726386126
"1389",1389,-43.4450803608121,-22.9684248866872
"1390",1390,-43.4402043778874,-22.9683769849144
"1391",1391,-43.4353284080375,-22.9683289332956
"1392",1392,-43.4304524513031,-22.9682807318327
"1393",1393,-43.425576507725,-22.9682323805272
"1394",1394,-43.420700577344,-22.9681838793808
"1395",1395,-43.415824660201,-22.9681352283951
"1396",1396,-43.4109487563368,-22.9680864275718
"1397",1397,-43.4060728657922,-22.9680374769125
"1398",1398,-43.401196988608,-22.9679883764188
"1399",1399,-43.396321124825,-22.9679391260926
"1400",1400,-43.391445274484,-22.9678897259353
"1401",1401,-43.3865694376258,-22.9678401759488
"1402",1402,-43.3816936142913,-22.9677904761347
"1403",1403,-43.3768178045212,-22.9677406264947
"1404",1404,-43.3719420083564,-22.9676906270304
"1405",1405,-43.3670662258376,-22.9676404777437
"1406",1406,-43.3621904570057,-22.9675901786361
"1407",1407,-43.3573147019014,-22.9675397297094
"1408",1408,-43.3524389605657,-22.9674891309653
"1409",1409,-43.3475632330392,-22.9674383824055
"1410",1410,-43.3426875193628,-22.9673874840318
"1411",1411,-43.3378118195773,-22.9673364358458
"1412",1412,-43.3329361337235,-22.9672852378494
"1413",1413,-43.3280604618421,-22.9672338900442
"1414",1414,-43.3231848039741,-22.967182392432
"1415",1415,-43.3183091601601,-22.9671307450145
"1416",1416,-43.3134335304411,-22.9670789477936
"1417",1417,-43.3085579148577,-22.9670270007709
"1418",1418,-43.3036823134508,-22.9669749039482
"1419",1419,-43.2988067262612,-22.9669226573273
"1420",1420,-43.2939311533297,-22.96687026091
"1421",1421,-43.2890555946971,-22.9668177146981
"1422",1422,-43.2841800504041,-22.9667650186933
"1423",1423,-43.2793045204916,-22.9667121728974
"1424",1424,-43.2744290050004,-22.9666591773122
"1425",1425,-43.2695535039712,-22.9666060319396
"1426",1426,-43.2646780174448,-22.9665527367812
"1427",1427,-43.2598025454621,-22.966499291839
"1428",1428,-43.2549270880639,-22.9664456971148
"1429",1429,-43.2500516452908,-22.9663919526104
"1430",1430,-43.2451762171838,-22.9663380583275
"1431",1431,-43.2403008037835,-22.9662840142681
"1432",1432,-43.2354254051309,-22.9662298204339
"1433",1433,-43.2305500212666,-22.9661754768268
"1434",1434,-43.2256746522315,-22.9661209834488
"1435",1435,-43.2207992980663,-22.9660663403014
"1436",1436,-43.2159239588119,-22.9660115473868
"1437",1437,-43.2110486345089,-22.9659566047067
"1438",1438,-43.2061733251983,-22.965901512263
"1439",1439,-43.2012980309208,-22.9658462700575
"1440",1440,-43.1964227517171,-22.9657908780922
"1441",1441,-43.1915474876281,-22.9657353363689
"1442",1442,-43.1866722386945,-22.9656796448895
"1443",1443,-43.1817970049571,-22.9656238036559
"1444",1444,-43.1769217864567,-22.96556781267
"1445",1445,-43.172046583234,-22.9655116719336
"1446",1446,-43.7157536323685,-22.9669378233085
"1447",1447,-43.7108771280074,-22.96689824788
"1448",1448,-43.7060006344533,-22.9668585225513
"1449",1449,-43.7011241517472,-22.9668186473238
"1450",1450,-43.6962476799299,-22.966778622199
"1451",1451,-43.6913712190423,-22.9667384471781
"1452",1452,-43.6864947691252,-22.9666981222625
"1453",1453,-43.6816183302194,-22.9666576474536
"1454",1454,-43.6767419023657,-22.9666170227527
"1455",1455,-43.6718654856051,-22.9665762481613
"1456",1456,-43.6669890799784,-22.9665353236807
"1457",1457,-43.6621126855263,-22.9664942493124
"1458",1458,-43.6572363022897,-22.9664530250576
"1459",1459,-43.6523599303095,-22.9664116509179
"1460",1460,-43.6474835696265,-22.9663701268946
"1461",1461,-43.6426072202816,-22.9663284529891
"1462",1462,-43.6377308823155,-22.9662866292029
"1463",1463,-43.6328545557691,-22.9662446555373
"1464",1464,-43.6279782406833,-22.9662025319939
"1465",1465,-43.6231019370988,-22.9661602585739
"1466",1466,-43.6182256450565,-22.966117835279
"1467",1467,-43.6133493645973,-22.9660752621104
"1468",1468,-43.608473095762,-22.9660325390697
"1469",1469,-43.6035968385913,-22.9659896661583
"1470",1470,-43.5987205931262,-22.9659466433777
"1471",1471,-43.5938443594075,-22.9659034707292
"1472",1472,-43.5889681374759,-22.9658601482145
"1473",1473,-43.5840919273724,-22.965816675835
"1474",1474,-43.5792157291377,-22.965773053592
"1475",1475,-43.5743395428127,-22.9657292814872
"1476",1476,-43.5694633684382,-22.9656853595221
"1477",1477,-43.5645872060551,-22.965641287698
"1478",1478,-43.5597110557041,-22.9655970660165
"1479",1479,-43.5548349174261,-22.9655526944791
"1480",1480,-43.5499587912619,-22.9655081730874
"1481",1481,-43.5450826772523,-22.9654635018428
"1482",1482,-43.5402065754382,-22.9654186807468
"1483",1483,-43.5353304858604,-22.965373709801
"1484",1484,-43.5304544085597,-22.9653285890068
"1485",1485,-43.5255783435769,-22.965283318366
"1486",1486,-43.5207022909529,-22.9652378978798
"1487",1487,-43.5158262507284,-22.96519232755
"1488",1488,-43.5109502229444,-22.9651466073781
"1489",1489,-43.5060742076415,-22.9651007373655
"1490",1490,-43.5011982048607,-22.9650547175139
"1491",1491,-43.4963222146427,-22.9650085478249
"1492",1492,-43.4914462370284,-22.9649622283
"1493",1493,-43.4865702720586,-22.9649157589407
"1494",1494,-43.4816943197741,-22.9648691397487
"1495",1495,-43.4768183802157,-22.9648223707256
"1496",1496,-43.4719424534242,-22.9647754518729
"1497",1497,-43.4670665394405,-22.9647283831922
"1498",1498,-43.4621906383053,-22.9646811646851
"1499",1499,-43.4573147500595,-22.9646337963533
"1500",1500,-43.4524388747439,-22.9645862781983
"1501",1501,-43.4475630123993,-22.9645386102217
"1502",1502,-43.4426871630665,-22.9644907924252
"1503",1503,-43.4378113267864,-22.9644428248105
"1504",1504,-43.4329355035996,-22.964394707379
"1505",1505,-43.4280596935471,-22.9643464401325
"1506",1506,-43.4231838966697,-22.9642980230726
"1507",1507,-43.4183081130081,-22.964249456201
"1508",1508,-43.4134323426032,-22.9642007395193
"1509",1509,-43.4085565854958,-22.9641518730291
"1510",1510,-43.4036808417267,-22.9641028567321
"1511",1511,-43.3988051113366,-22.96405369063
"1512",1512,-43.3939293943665,-22.9640043747245
"1513",1513,-43.389053690857,-22.9639549090172
"1514",1514,-43.384178000849,-22.9639052935098
"1515",1515,-43.3793023243834,-22.9638555282039
"1516",1516,-43.3744266615008,-22.9638056131014
"1517",1517,-43.3695510122422,-22.9637555482039
"1518",1518,-43.3646753766483,-22.963705333513
"1519",1519,-43.3597997547599,-22.9636549690305
"1520",1520,-43.3549241466178,-22.9636044547581
"1521",1521,-43.3500485522628,-22.9635537906975
"1522",1522,-43.3451729717357,-22.9635029768505
"1523",1523,-43.3402974050773,-22.9634520132187
"1524",1524,-43.3354218523285,-22.9634008998039
"1525",1525,-43.3305463135299,-22.9633496366079
"1526",1526,-43.3256707887224,-22.9632982236323
"1527",1527,-43.3207952779469,-22.9632466608789
"1528",1528,-43.315919781244,-22.9631949483495
"1529",1529,-43.3110442986546,-22.9631430860458
"1530",1530,-43.3061688302195,-22.9630910739697
"1531",1531,-43.3012933759794,-22.9630389121227
"1532",1532,-43.2964179359752,-22.9629866005068
"1533",1533,-43.2915425102477,-22.9629341391237
"1534",1534,-43.2866670988375,-22.9628815279752
"1535",1535,-43.2817917017857,-22.9628287670631
"1536",1536,-43.2769163191328,-22.9627758563891
"1537",1537,-43.2720409509198,-22.9627227959551
"1538",1538,-43.2671655971873,-22.9626695857629
"1539",1539,-43.2622902579762,-22.9626162258142
"1540",1540,-43.2574149333273,-22.9625627161109
"1541",1541,-43.2525396232814,-22.9625090566549
"1542",1542,-43.2476643278792,-22.9624552474478
"1543",1543,-43.2427890471615,-22.9624012884917
"1544",1544,-43.2379137811691,-22.9623471797882
"1545",1545,-43.2330385299428,-22.9622929213392
"1546",1546,-43.2281632935234,-22.9622385131466
"1547",1547,-43.2232880719516,-22.9621839552122
"1548",1548,-43.2184128652682,-22.9621292475379
"1549",1549,-43.2135376735141,-22.9620743901255
"1550",1550,-43.20866249673,-22.962019382977
"1551",1551,-43.2037873349566,-22.961964226094
"1552",1552,-43.1989121882348,-22.9619089194787
"1553",1553,-43.1940370566053,-22.9618534631327
"1554",1554,-43.1891619401089,-22.961797857058
"1555",1555,-43.1842868387863,-22.9617421012565
"1556",1556,-43.1794117526785,-22.9616861957301
"1557",1557,-43.174536681826,-22.9616301404807
"1558",1558,-43.1696616262698,-22.9615739355102
"1559",1559,-43.1647865860505,-22.9615175808204
"1560",1560,-43.7182287569766,-22.9630469237046
"1561",1561,-43.7133523873951,-22.9630074307047
"1562",1562,-43.7084760285989,-22.9629677878323
"1563",1563,-43.7035996806289,-22.9629279950889
"1564",1564,-43.6987233435259,-22.9628880524758
"1565",1565,-43.6938470173307,-22.9628479599943
"1566",1566,-43.6889707020842,-22.9628077176458
"1567",1567,-43.6840943978272,-22.9627673254317
"1568",1568,-43.6792181046005,-22.9627267833533
"1569",1569,-43.674341822445,-22.9626860914121
"1570",1570,-43.6694655514015,-22.9626452496093
"1571",1571,-43.6645892915108,-22.9626042579465
"1572",1572,-43.6597130428138,-22.9625631164249
"1573",1573,-43.6548368053513,-22.962521825046
"1574",1574,-43.6499605791641,-22.9624803838112
"1575",1575,-43.6450843642932,-22.9624387927219
"1576",1576,-43.6402081607792,-22.9623970517796
"1577",1577,-43.635331968663,-22.9623551609855
"1578",1578,-43.6304557879855,-22.9623131203412
"1579",1579,-43.6255796187875,-22.9622709298481
"1580",1580,-43.6207034611098,-22.9622285895076
"1581",1581,-43.6158273149932,-22.9621860993211
"1582",1582,-43.6109511804786,-22.9621434592902
"1583",1583,-43.6060750576068,-22.9621006694161
"1584",1584,-43.6011989464187,-22.9620577297005
"1585",1585,-43.5963228469549,-22.9620146401448
"1586",1586,-43.5914467592565,-22.9619714007504
"1587",1587,-43.5865706833641,-22.9619280115187
"1588",1588,-43.5816946193187,-22.9618844724514
"1589",1589,-43.576818567161,-22.9618407835498
"1590",1590,-43.5719425269318,-22.9617969448154
"1591",1591,-43.5670664986721,-22.9617529562497
"1592",1592,-43.5621904824226,-22.9617088178543
